"","id","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","reviews_per_month","calculated_host_listings_count","availability_365"
"40772",31663848,2,215,40.71447,-73.95108,1,140,2,30,5.56,1,135
"40773",31665707,2,92,40.72712,-73.95674,1,250,5,0,1.37322142985866,1,43
"40774",31667621,3,35,40.74826,-73.98887,2,220,3,5,2.73,2,21
"40775",31668199,2,14,40.68306,-73.93104,1,145,5,5,1.43,2,244
"40776",31668461,2,215,40.71524,-73.9553,1,200,2,14,3.93,2,330
"40777",31668481,2,215,40.71788,-73.96398,1,175,3,2,0.53,1,5
"40778",31669029,2,215,40.70404,-73.93348,2,45,3,3,0.76,1,0
"40779",31669717,3,203,40.79385,-73.96351,1,120,7,1,0.28,1,0
"40780",31669844,4,5,40.77026,-73.92574,1,125,7,2,0.58,1,0
"40781",31670111,2,92,40.72713,-73.95509,1,150,1,1,0.21,2,2
"40782",31670237,1,66,40.88009,-73.83456,2,68,2,0,1.37322142985866,13,364
"40783",31670590,3,65,40.73315,-73.98688,1,167,5,13,2.75,1,91
"40784",31670608,2,52,40.67577,-73.92393,1,220,3,4,4,1,76
"40785",31670625,3,74,40.70504,-74.00787,1,250,2,6,1.26,1,0
"40786",31670943,1,39,40.84381,-73.90827,1,80,2,0,1.37322142985866,1,321
"40787",31671043,3,203,40.78966,-73.9776,1,107,25,1,0.47,1,170
"40788",31671056,4,5,40.7576,-73.91735,2,54,2,1,1,1,56
"40789",31671411,3,128,40.75003,-73.97059,1,135,30,0,1.37322142985866,96,156
"40790",31671911,2,29,40.69294,-73.90744,2,35,7,1,0.41,1,36
"40791",31671972,2,183,40.66052,-73.9843,1,45,5,1,0.23,1,28
"40792",31672538,4,190,40.74372,-73.92416,1,200,1,1,1,1,179
"40793",31673405,2,52,40.67648,-73.93814,1,200,5,14,3.59,1,96
"40794",31675232,2,81,40.6927,-73.97265,1,165,2,13,3.05,2,273
"40795",31675244,3,36,40.71444,-73.99344,2,85,2,25,5,1,24
"40796",31675967,2,215,40.70824,-73.94423,2,57,2,1,1,1,3
"40797",31676259,3,128,40.76497,-73.98191,1,225,30,0,1.37322142985866,12,328
"40798",31677408,3,203,40.77974,-73.97973,1,150,4,2,0.71,1,7
"40799",31677547,2,215,40.70624,-73.9508,2,75,2,3,0.74,1,0
"40800",31682228,3,87,40.73792,-73.98306,1,220,90,6,1.21,1,0
"40801",31682665,4,118,40.74776,-73.92875,2,50,1,10,2.13,1,125
"40802",31683919,2,52,40.67375,-73.91242,2,50,30,5,0.93,2,0
"40803",31684570,3,36,40.71382,-73.99609,1,175,2,4,0.85,2,18
"40804",31685548,4,118,40.74649,-73.9525,2,70,15,3,1.32,1,135
"40805",31687149,2,109,40.64159,-73.9796,1,90,2,9,1.75,1,0
"40806",31688794,2,14,40.68638,-73.95442,1,56,3,2,0.36,1,0
"40807",31690275,2,29,40.69034,-73.91976,2,65,1,25,4.78,1,7
"40808",31690969,3,128,40.75979,-73.96463,2,100,1,20,4.29,1,7
"40809",31691209,2,90,40.58453,-73.97172,3,20,5,5,1.01,12,0
"40810",31691927,3,207,40.8429,-73.93858,2,65,1,0,1.37322142985866,1,310
"40811",31692426,2,44,40.68525,-73.99837,1,200,2,4,1.38,2,22
"40812",31692860,4,54,40.77363,-73.91188,2,90,4,0,1.37322142985866,1,0
"40813",31695085,3,62,40.79966,-73.9417,1,97,1,16,3.38,1,11
"40814",31696775,4,5,40.76333,-73.91187,2,45,2,13,2.57,1,53
"40815",31697123,2,64,40.66996,-73.87637,1,85,1,43,7.87,1,161
"40816",31698813,4,78,40.75187,-73.81691,2,40,1,10,2.52,1,205
"40817",31704075,3,131,40.81633,-73.96069,2,50,2,15,3.6,1,2
"40818",31705298,3,95,40.81369,-73.94996,2,100,1,6,1.58,1,125
"40819",31705971,4,85,40.70534,-73.87995,2,50,2,18,3.78,2,63
"40820",31707011,3,210,40.73409,-74.00464,1,299,1,13,3.22,1,61
"40821",31707882,2,152,40.67378,-73.98299,1,285,5,9,1.86,1,2
"40822",31709260,4,5,40.7744,-73.93344,1,170,1,3,0.58,2,41
"40823",31710037,2,191,40.66123,-73.9971,1,100,1,9,2.03,1,35
"40824",31711274,2,31,40.6354,-73.90039,1,60,2,45,9.64,1,30
"40825",31711687,2,29,40.69814,-73.92805,2,70,3,3,1.13,3,21
"40826",31711813,4,213,40.78236,-73.82092,1,140,1,9,1.64,1,204
"40827",31713303,3,210,40.73386,-74.00038,1,215,2,2,1.03,1,5
"40828",31713522,4,167,40.70271,-73.90517,1,52,7,1,0.19,1,0
"40829",31713858,4,190,40.7379,-73.92911,2,85,1,21,4.92,1,80
"40830",31714036,3,145,40.72626,-73.99316,1,250,3,9,2.7,1,112
"40831",31714168,4,60,40.76893,-73.87712,1,135,1,17,3.57,2,0
"40832",31715312,3,128,40.74827,-73.98865,1,230,3,2,0.51,2,29
"40833",31715879,3,207,40.84562,-73.94031,2,54,3,17,3.31,2,38
"40834",31716471,4,118,40.76117,-73.93127,1,70,2,11,2.29,1,3
"40835",31717837,2,64,40.67349,-73.88705,1,100,5,0,1.37322142985866,1,180
"40836",31717883,5,47,40.60228,-74.08324,2,75,2,8,1.78,1,90
"40837",31719001,3,203,40.79397,-73.972,2,80,3,7,2.47,3,334
"40838",31720275,2,31,40.63028,-73.90121,1,110,2,0,1.37322142985866,1,353
"40839",31722467,3,95,40.81953,-73.95476,1,250,1,0,1.37322142985866,7,249
"40840",31726939,3,198,40.71494,-74.00676,1,349,30,0,1.37322142985866,232,310
"40841",31728112,4,105,40.75168,-73.88315,2,59,2,1,0.19,2,0
"40842",31729652,3,95,40.81207,-73.94335,1,80,2,3,0.63,1,0
"40843",31730525,3,96,40.76246,-73.9953,1,325,1,33,6.11,1,217
"40844",31731555,3,203,40.80272,-73.96916,2,80,5,3,0.65,1,188
"40845",31733307,4,161,40.71131,-73.74623,1,69,1,34,6.46,1,170
"40846",31734628,2,215,40.7135,-73.94644,2,48,28,0,1.37322142985866,1,0
"40847",31736343,2,92,40.72328,-73.94969,1,120,2,2,0.42,2,0
"40848",31737653,3,207,40.83583,-73.93847,1,120,3,2,2,2,116
"40849",31738077,2,215,40.71248,-73.94859,2,45,3,1,0.22,1,0
"40850",31738629,2,160,40.6598,-73.95879,1,85,2,25,4.78,1,28
"40851",31743178,2,129,40.61459,-73.96041,1,59,2,4,0.73,1,87
"40852",31748621,3,35,40.75124,-73.99523,1,100,5,6,1.1,1,8
"40853",31748955,2,29,40.70535,-73.91817,2,65,7,0,1.37322142985866,3,329
"40854",31755223,2,32,40.6827,-73.99142,1,375,6,1,0.41,3,7
"40855",31756631,2,29,40.68542,-73.90952,2,45,2,1,0.19,1,0
"40856",31758029,3,65,40.7221,-73.98304,1,117,5,6,1.22,1,0
"40857",31758438,2,29,40.68219,-73.90737,2,48,1,18,3.72,5,189
"40858",31759087,2,29,40.68209,-73.90672,2,48,1,11,1.98,5,166
"40859",31759330,2,29,40.68161,-73.90618,2,53,2,10,2.61,5,158
"40860",31759409,1,17,40.85929,-73.89165,2,99,2,1,0.25,2,0
"40861",31759545,2,29,40.68216,-73.90642,2,48,1,4,0.73,5,166
"40862",31759546,3,203,40.80153,-73.9655,1,150,5,0,1.37322142985866,1,74
"40863",31760403,4,151,40.68069,-73.8494,2,44,1,42,8.03,4,32
"40864",31760436,3,95,40.80384,-73.95765,2,55,30,1,0.23,3,353
"40865",31760509,3,95,40.80351,-73.95822,2,85,1,18,3.62,1,92
"40866",31760941,1,135,40.81132,-73.92037,1,115,3,19,3.41,1,228
"40867",31761090,2,75,40.63037,-73.95671,2,45,1,9,1.72,1,129
"40868",31761417,4,5,40.7679,-73.91764,1,75,5,2,0.41,1,0
"40869",31763495,4,218,40.69054,-73.84812,1,99,5,7,1.62,6,319
"40870",31764572,2,86,40.68289,-73.9878,2,80,1,2,0.63,1,0
"40871",31767505,3,74,40.71115,-74.00834,1,209,3,12,2.2,5,107
"40872",31771914,2,29,40.69254,-73.90445,1,185,2,0,1.37322142985866,8,320
"40873",31772667,2,29,40.69213,-73.90248,2,65,2,15,2.81,8,344
"40874",31772802,2,29,40.6918,-73.90414,2,65,2,21,3.84,8,321
"40875",31773364,4,221,40.74466,-73.909,2,38,30,0,1.37322142985866,103,244
"40876",31773898,3,179,40.7276,-74.00275,2,80,180,1,0.25,3,342
"40877",31775512,2,14,40.6931,-73.94043,2,75,30,0,1.37322142985866,10,364
"40878",31787990,3,207,40.83919,-73.94585,2,75,3,2,0.41,2,0
"40879",31794109,3,35,40.75194,-73.99501,1,243,30,0,1.37322142985866,232,1
"40880",31795059,3,36,40.71683,-73.99172,1,130,3,15,3.04,1,15
"40881",31795183,2,29,40.70108,-73.92401,2,55,2,0,1.37322142985866,1,0
"40882",31795680,2,215,40.70787,-73.95501,1,160,1,22,4.49,1,237
"40883",31796259,3,74,40.71081,-74.00846,1,115,30,1,0.24,1,4
"40884",31796691,2,18,40.60556,-73.99898,1,123,3,3,1.06,2,147
"40885",31797655,3,128,40.76697,-73.98176,1,105,30,0,1.37322142985866,4,339
"40886",31799118,2,215,40.71011,-73.96086,1,280,1,12,3.21,4,250
"40887",31799369,3,210,40.73271,-74.00324,1,700,4,10,2.56,1,127
"40888",31799920,2,215,40.70999,-73.96097,2,70,1,33,6.92,4,0
"40889",31801234,3,202,40.76672,-73.96111,1,129,1,23,4.16,1,109
"40890",31801375,2,61,40.65057,-73.92383,2,37,1,51,9.56,1,341
"40891",31801631,3,96,40.76315,-73.98711,2,150,1,4,0.75,3,149
"40892",31801816,3,96,40.76463,-73.98772,2,150,1,3,0.56,3,152
"40893",31802275,3,95,40.82297,-73.93948,2,54,2,12,2.83,1,129
"40894",31802641,3,203,40.77809,-73.97962,1,185,7,0,1.37322142985866,1,55
"40895",31802796,3,65,40.73201,-73.98768,1,250,2,0,1.37322142985866,1,0
"40896",31803169,2,29,40.6856,-73.91413,1,79,2,4,0.86,2,0
"40897",31803533,3,7,40.71085,-74.01801,1,200,2,17,3.05,1,79
"40898",31803703,2,44,40.68846,-73.99557,1,250,2,19,3.63,1,295
"40899",31804149,2,215,40.71033,-73.95868,2,59,1,1,0.21,1,0
"40900",31805784,3,179,40.72451,-74.00385,1,132,2,3,0.73,1,0
"40901",31805845,2,29,40.70048,-73.91229,2,34,30,0,1.37322142985866,9,196
"40902",31806593,2,14,40.68434,-73.93712,2,70,1,5,1.97,1,0
"40903",31806847,2,18,40.61109,-74.00239,2,90,1,0,1.37322142985866,1,0
"40904",31807013,4,78,40.76398,-73.82426,2,40,2,1,0.32,1,153
"40905",31809360,3,210,40.73304,-74.00059,1,250,1,21,4.34,2,271
"40906",31809829,2,29,40.70471,-73.92477,2,89,2,0,1.37322142985866,2,0
"40907",31809918,2,90,40.58421,-73.97104,2,35,5,1,0.21,12,0
"40908",31814773,3,95,40.80515,-73.95651,2,59,30,1,0.26,3,332
"40909",31815470,2,52,40.66897,-73.92848,2,130,14,0,1.37322142985866,1,365
"40910",31815508,3,95,40.80492,-73.95817,2,59,30,2,0.5,3,333
"40911",31818244,2,160,40.65952,-73.95526,2,50,1,0,1.37322142985866,3,305
"40912",31818320,3,120,40.70988,-73.98686,2,73,15,0,1.37322142985866,28,185
"40913",31818460,2,14,40.69254,-73.93823,1,400,2,0,1.37322142985866,6,0
"40914",31818771,3,120,40.70961,-73.98679,2,73,15,0,1.37322142985866,28,185
"40915",31822089,3,95,40.82458,-73.93883,2,39,2,0,1.37322142985866,2,315
"40916",31823258,2,32,40.6766,-73.99855,2,225,3,1,0.48,1,178
"40917",31823510,2,183,40.66626,-73.98127,1,275,1,0,1.37322142985866,1,0
"40918",31823779,2,92,40.72174,-73.94802,2,65,1,32,8.5,1,22
"40919",31823858,2,160,40.6615,-73.95307,1,126,3,23,4.51,1,6
"40920",31824097,2,14,40.68809,-73.95855,2,63,1,3,0.74,1,44
"40921",31824803,2,14,40.69569,-73.94792,1,165,5,8,2.67,1,81
"40922",31828528,2,92,40.73392,-73.95203,2,65,1,3,0.55,2,0
"40923",31828585,3,95,40.82049,-73.95268,2,50,3,3,0.74,1,7
"40924",31830652,3,203,40.79118,-73.97091,1,110,30,1,0.59,1,3
"40925",31832773,4,221,40.74578,-73.89328,2,40,30,1,0.26,15,1
"40926",31832851,3,202,40.77567,-73.95961,1,495,2,15,3.31,1,156
"40927",31832966,3,76,40.74158,-73.98593,1,200,2,8,1.95,1,34
"40928",31834008,2,31,40.63502,-73.88834,1,130,1,57,10.36,1,337
"40929",31834161,4,221,40.74438,-73.89161,2,40,30,1,0.23,15,44
"40930",31834190,4,221,40.74734,-73.89735,1,95,2,0,1.37322142985866,1,17
"40931",31835260,3,87,40.73782,-73.98547,1,218,1,6,1.49,3,0
"40932",31835498,3,76,40.73943,-73.98532,2,65,1,14,2.98,3,0
"40933",31835627,4,69,40.73538,-73.87892,2,34,28,0,1.37322142985866,1,0
"40934",31835917,3,203,40.77796,-73.98213,2,95,275,0,1.37322142985866,1,365
"40935",31836311,4,69,40.74001,-73.87629,2,32,29,1,0.3,37,31
"40936",31836703,2,14,40.68442,-73.92441,2,80,3,6,1.41,1,179
"40937",31837233,2,29,40.70526,-73.92446,2,250,2,0,1.37322142985866,2,97
"40938",31837921,2,29,40.69863,-73.934,1,107,4,1,0.23,1,0
"40939",31838301,2,14,40.68427,-73.9546,2,46,1,18,3.33,1,16
"40940",31838338,2,215,40.71144,-73.95576,1,175,2,4,0.99,3,14
"40941",31839994,4,78,40.75406,-73.80156,1,159,3,1,1,1,78
"40942",31845412,2,61,40.64434,-73.9504,3,31,30,0,1.37322142985866,7,365
"40943",31848816,4,5,40.76595,-73.90829,1,115,1,30,5.81,1,85
"40944",31850283,3,62,40.81339,-73.93617,2,75,1,16,4.8,1,199
"40945",31852479,3,62,40.79568,-73.93368,2,50,2,6,1.1,2,5
"40946",31852788,3,198,40.72154,-74.00664,2,149,1,6,1.7,1,336
"40947",31852940,3,65,40.72043,-73.97923,2,84,2,0,1.37322142985866,1,0
"40948",31853354,2,29,40.69713,-73.93035,2,50,15,0,1.37322142985866,1,0
"40949",31854564,4,165,40.68378,-73.83136,1,175,2,7,2.88,2,345
"40950",31856192,4,213,40.7866,-73.82207,2,65,1,14,4.77,2,5
"40951",31856243,3,138,40.74661,-73.97195,2,90,7,5,1.06,1,8
"40952",31857171,3,207,40.85548,-73.93741,1,89,7,0,1.37322142985866,1,1
"40953",31857472,3,95,40.82335,-73.94939,1,145,4,20,3.66,3,310
"40954",31858749,3,65,40.72749,-73.98674,1,150,5,1,0.43,1,249
"40955",31859521,4,85,40.69472,-73.89663,2,50,2,18,3.6,2,127
"40956",31859735,3,202,40.78136,-73.94709,2,87,4,11,2.02,1,46
"40957",31859909,1,79,40.86643,-73.88895,2,65,2,7,1.28,3,110
"40958",31861155,2,160,40.65719,-73.95421,2,30,4,2,0.81,1,6
"40959",31861671,3,95,40.82163,-73.94757,1,145,4,17,3.09,3,265
"40960",31861939,3,96,40.76655,-73.9891,1,225,1,19,5.64,1,50
"40961",31863369,3,95,40.82337,-73.95127,3,100,1,1,0.21,1,90
"40962",31864884,4,218,40.68793,-73.84975,2,42,1,16,3.36,3,121
"40963",31866810,2,26,40.69653,-73.99541,1,75,3,1,0.21,1,94
"40964",31866909,3,87,40.73572,-73.98017,1,90,1,11,2.31,1,89
"40965",31871475,3,128,40.76175,-73.97592,1,267,30,0,1.37322142985866,232,188
"40966",31873616,3,202,40.77598,-73.94904,1,140,30,1,0.37,13,276
"40967",31874576,3,203,40.79884,-73.95983,2,60,30,2,1.46,32,337
"40968",31875616,3,203,40.79966,-73.96059,2,60,30,1,1,32,333
"40969",31875688,3,65,40.72631,-73.98876,2,73,30,1,0.43,9,332
"40970",31875827,3,203,40.80014,-73.96132,2,60,30,0,1.37322142985866,32,347
"40971",31876014,3,203,40.7988,-73.96096,2,60,30,0,1.37322142985866,32,342
"40972",31876398,3,203,40.79821,-73.9609,2,60,30,0,1.37322142985866,32,356
"40973",31876569,2,92,40.72115,-73.94841,2,48,1,1,0.2,1,0
"40974",31876645,3,203,40.79971,-73.96075,2,60,30,0,1.37322142985866,32,364
"40975",31876649,2,92,40.72731,-73.95482,2,100,14,0,1.37322142985866,1,188
"40976",31876724,3,203,40.79887,-73.95968,2,60,30,1,1,32,342
"40977",31877020,3,203,40.79959,-73.95924,2,60,30,1,1,32,346
"40978",31877100,3,203,40.79891,-73.96116,2,60,30,1,0.83,32,325
"40979",31877537,3,203,40.80044,-73.95953,2,60,30,0,1.37322142985866,32,317
"40980",31877719,2,52,40.67428,-73.9481,2,80,2,0,1.37322142985866,1,0
"40981",31877755,3,203,40.79823,-73.96064,2,60,30,1,1,32,341
"40982",31877856,3,203,40.80008,-73.95926,2,60,30,1,1,32,365
"40983",31877977,3,203,40.79881,-73.9596,2,60,30,0,1.37322142985866,32,329
"40984",31878663,3,203,40.79852,-73.96091,2,60,30,0,1.37322142985866,32,317
"40985",31878924,3,203,40.79896,-73.95995,2,60,30,0,1.37322142985866,32,317
"40986",31878988,2,215,40.71509,-73.958,1,100,28,3,0.9,1,258
"40987",31879035,3,203,40.79839,-73.96126,2,60,30,0,1.37322142985866,32,317
"40988",31879273,3,128,40.75408,-73.96831,1,120,2,4,0.77,1,0
"40989",31879380,2,92,40.7372,-73.95299,2,115,1,19,5.33,1,345
"40990",31879887,2,14,40.68636,-73.95577,1,200,2,11,3.33,1,269
"40991",31881052,2,183,40.66371,-73.9876,1,110,1,48,9.93,1,250
"40992",31881336,1,79,40.86566,-73.88748,2,65,2,6,1.18,3,77
"40993",31881525,2,14,40.68439,-73.93753,2,57,2,17,3.31,3,146
"40994",31881759,2,215,40.71571,-73.94722,1,175,3,1,0.2,1,0
"40995",31881804,2,14,40.68502,-73.93893,2,44,2,26,4.94,3,118
"40996",31881815,3,62,40.7882,-73.9405,2,80,3,0,1.37322142985866,1,0
"40997",31882099,2,14,40.68354,-73.9378,2,44,2,13,2.58,3,162
"40998",31883012,4,69,40.7337,-73.88363,2,80,3,0,1.37322142985866,1,364
"40999",31883127,2,14,40.68417,-73.91899,1,99,2,13,3.98,1,182
"41000",31883238,4,221,40.75413,-73.90204,1,250,2,12,2.81,1,137
"41001",31883514,3,35,40.73697,-73.99563,2,99,12,3,0.6,4,19
"41002",31883774,3,35,40.73894,-73.9952,2,99,10,1,0.21,4,31
"41003",31884029,2,152,40.67042,-73.98508,2,50,5,0,1.37322142985866,1,0
"41004",31884434,2,14,40.67991,-73.95168,1,86,2,19,3.54,2,284
"41005",31884652,3,192,40.75917,-73.98246,1,519,2,10,1.86,1,165
"41006",31884808,4,221,40.74395,-73.89984,2,75,1,0,1.37322142985866,1,138
"41007",31885300,2,86,40.66781,-73.99345,2,65,2,22,4.23,3,156
"41008",31885563,4,190,40.73858,-73.92555,2,37,30,1,0.6,15,0
"41009",31885791,3,62,40.79865,-73.93638,2,65,2,8,2.79,1,8
"41010",31885820,4,165,40.70203,-73.82841,2,40,2,18,3.44,1,30
"41011",31885987,2,183,40.66881,-73.98737,2,65,7,0,1.37322142985866,1,19
"41012",31885991,4,106,40.69102,-73.78438,2,65,2,2,0.75,3,319
"41013",31886239,4,161,40.72684,-73.74896,2,80,1,0,1.37322142985866,1,0
"41014",31886403,2,109,40.63581,-73.96977,2,40,2,20,3.8,1,6
"41015",31886891,2,29,40.69217,-73.90396,2,65,2,11,2.24,8,345
"41016",31888319,3,203,40.78085,-73.98664,2,130,2,0,1.37322142985866,2,154
"41017",31890488,4,221,40.74362,-73.89158,2,70,1,0,1.37322142985866,1,5
"41018",31893504,2,14,40.68436,-73.93564,1,120,2,17,3.75,2,214
"41019",31894643,2,26,40.69712,-73.99307,1,110,2,2,0.53,1,0
"41020",31894855,3,203,40.79095,-73.97291,1,142,7,5,1.17,1,214
"41021",31895547,2,215,40.70703,-73.95396,2,100,2,0,1.37322142985866,1,0
"41022",31895980,2,29,40.69549,-73.93006,1,159,1,12,3.03,4,259
"41023",31896339,1,193,40.82688,-73.81899,2,40,3,11,2.06,1,0
"41024",31897516,3,95,40.82292,-73.94802,1,199,2,0,1.37322142985866,3,0
"41025",31898440,2,57,40.69447,-73.98252,2,49,3,1,0.21,1,0
"41026",31898478,2,29,40.68629,-73.91245,2,49,2,15,2.8,3,0
"41027",31898581,3,120,40.71923,-73.97972,2,75,1,3,2.81,1,364
"41028",31898630,2,29,40.69945,-73.93543,2,38,3,1,0.2,1,0
"41029",31898844,5,102,40.53982,-74.1728,1,75,2,20,4.38,2,229
"41030",31900179,5,102,40.53987,-74.17258,1,100,2,11,2.09,2,259
"41031",31900259,2,27,40.66779,-73.91676,2,70,2,3,0.64,1,325
"41032",31900266,2,14,40.68758,-73.94458,2,95,3,0,1.37322142985866,1,179
"41033",31901657,2,14,40.69117,-73.95233,2,50,5,2,0.54,2,0
"41034",31901835,1,206,40.89682,-73.84318,2,41,1,0,1.37322142985866,1,163
"41035",31903229,2,215,40.71798,-73.95983,2,90,2,0,1.37322142985866,2,184
"41036",31904037,2,215,40.71747,-73.96142,1,190,4,4,1.05,1,187
"41037",31904156,3,74,40.70493,-74.0102,2,119,3,4,1.15,1,26
"41038",31904811,2,92,40.73104,-73.95097,2,110,2,5,1.61,1,82
"41039",31905531,3,62,40.79423,-73.94741,1,185,1,0,1.37322142985866,1,0
"41040",31906094,2,92,40.73202,-73.95595,1,68,1,20,3.82,6,0
"41041",31906580,2,215,40.70754,-73.94228,2,95,1,6,1.28,1,200
"41042",31907710,3,65,40.72845,-73.98158,1,113,1,20,3.85,1,96
"41043",31909528,4,78,40.73182,-73.79505,1,45,1,51,9.39,1,49
"41044",31909623,3,128,40.75342,-73.97135,1,699,1,1,0.39,2,333
"41045",31913609,2,14,40.68489,-73.92087,1,200,2,15,3.69,1,300
"41046",31916725,3,128,40.74829,-73.98326,1,799,5,3,1.73,1,346
"41047",31916931,3,207,40.83794,-73.94256,2,42,3,9,2,1,1
"41048",31918252,2,86,40.66938,-73.99164,2,95,1,4,0.93,2,59
"41049",31919501,4,108,40.71378,-73.80292,1,275,1,11,7.5,2,280
"41050",31919636,2,215,40.70333,-73.94913,2,85,2,16,3.27,1,11
"41051",31919779,3,131,40.80636,-73.9578,1,79,3,0,1.37322142985866,3,0
"41052",31920075,3,95,40.80385,-73.95294,2,60,7,6,1.32,1,254
"41053",31920843,3,65,40.72742,-73.98235,2,90,5,1,0.28,1,0
"41054",31924097,3,128,40.74595,-73.98439,1,250,1,41,7.64,1,125
"41055",31925075,2,52,40.66835,-73.93112,2,75,1,12,2.54,1,0
"41056",31925535,2,92,40.72242,-73.95076,1,450,3,5,1.06,1,43
"41057",31926655,3,95,40.82656,-73.94648,1,225,1,13,3.22,1,83
"41058",31927597,2,29,40.70455,-73.92565,2,30,1,3,0.62,1,0
"41059",31928439,2,129,40.62583,-73.96237,2,120,30,0,1.37322142985866,1,252
"41060",31928508,3,96,40.76474,-73.98924,2,80,1,30,5.73,1,183
"41061",31929176,2,52,40.66997,-73.93221,1,100,2,0,1.37322142985866,1,12
"41062",31929350,3,203,40.77388,-73.98798,1,275,30,0,1.37322142985866,25,329
"41063",31929437,3,104,40.86763,-73.92259,1,175,30,1,0.27,2,8
"41064",31929578,3,203,40.77537,-73.98938,1,300,30,0,1.37322142985866,25,288
"41065",31929775,3,203,40.77438,-73.98717,1,300,30,0,1.37322142985866,25,341
"41066",31929849,2,6,40.59988,-74.00415,1,99,2,17,3.78,1,20
"41067",31930706,2,90,40.58737,-73.96882,3,20,7,2,0.56,12,0
"41068",31931117,2,152,40.67364,-73.97954,1,135,2,33,6.31,1,9
"41069",31931371,3,116,40.71947,-73.99723,2,120,3,3,0.7,1,10
"41070",31932152,1,206,40.89702,-73.85723,1,289,2,14,2.96,2,356
"41071",31932642,3,95,40.82441,-73.95323,2,60,3,7,2.16,1,199
"41072",31932872,2,14,40.67932,-73.94741,1,160,2,22,4.71,1,289
"41073",31933373,2,29,40.69029,-73.91533,1,149,3,19,4.52,2,231
"41074",31934408,4,60,40.75712,-73.8874,1,99,1,19,4.01,2,143
"41075",31935427,3,65,40.72998,-73.98071,1,100,1,11,2.13,1,0
"41076",31935664,2,14,40.67895,-73.91077,2,75,1,15,3.06,4,52
"41077",31936078,3,96,40.76243,-73.98621,2,120,2,0,1.37322142985866,1,0
"41078",31946382,2,215,40.71007,-73.95136,1,199,2,20,3.73,1,61
"41079",31946864,3,96,40.76295,-73.98866,2,70,1,30,6.08,2,193
"41080",31947104,3,96,40.7549,-73.99679,2,299,1,0,1.37322142985866,30,363
"41081",31947645,3,96,40.75628,-73.99643,2,299,1,0,1.37322142985866,30,365
"41082",31947991,2,215,40.71197,-73.94223,2,75,2,16,4.29,4,25
"41083",31948183,2,29,40.70144,-73.92662,1,120,2,4,0.85,1,14
"41084",31950082,2,163,40.67697,-74.00993,1,250,3,0,1.37322142985866,1,1
"41085",31950380,2,176,40.58508,-73.93801,2,60,1,4,0.9,1,77
"41086",31950761,2,75,40.65246,-73.96046,2,75,2,4,1.4,1,5
"41087",31950840,3,113,40.7436,-73.98165,1,276,3,12,2.42,1,277
"41088",31950886,3,116,40.71839,-73.99729,1,130,13,3,1.32,1,20
"41089",31952771,1,25,40.85646,-73.86813,2,50,1,14,2.96,1,206
"41090",31953043,3,96,40.76516,-73.99205,2,180,1,0,1.37322142985866,1,83
"41091",31953973,3,128,40.76467,-73.98277,1,115,30,0,1.37322142985866,4,362
"41092",31954104,3,113,40.73935,-73.98025,1,260,3,6,1.31,2,173
"41093",31954232,2,215,40.71301,-73.95845,1,128,2,13,2.5,1,27
"41094",31955252,3,95,40.80725,-73.95471,2,75,2,1,1,1,22
"41095",31956393,3,95,40.83026,-73.94455,2,60,2,1,1,3,71
"41096",31956547,2,52,40.673,-73.95043,2,70,1,8,2.53,1,75
"41097",31956965,3,202,40.76882,-73.96862,1,150,1,0,1.37322142985866,1,0
"41098",31957975,5,171,40.61588,-74.06711,1,100,1,47,9.1,1,151
"41099",31959359,2,42,40.69462,-73.97006,2,36,28,2,0.46,1,0
"41100",31961126,4,68,40.59555,-73.76942,1,99,3,5,3.41,2,246
"41101",31961731,3,113,40.73972,-73.98412,2,355,2,6,1.13,1,312
"41102",31963324,3,36,40.71416,-73.99161,2,75,1,0,1.37322142985866,1,0
"41103",31963704,2,52,40.66566,-73.93698,2,35,2,7,1.4,1,0
"41104",31964005,3,95,40.81252,-73.95096,1,211,3,21,4.47,1,30
"41105",31964642,2,14,40.67898,-73.93982,2,40,4,0,1.37322142985866,1,0
"41106",31964801,3,207,40.83488,-73.94452,2,55,2,8,2.29,2,44
"41107",31965215,2,64,40.67695,-73.87402,1,62,1,11,3.11,1,351
"41108",31965415,2,14,40.67933,-73.94103,2,37,3,1,0.21,1,0
"41109",31968550,2,75,40.63886,-73.95228,2,80,2,0,1.37322142985866,1,88
"41110",31972030,2,215,40.70597,-73.94245,2,60,2,16,3.78,1,116
"41111",31974197,2,14,40.69043,-73.95587,2,75,2,2,0.42,1,33
"41112",31974592,2,14,40.68875,-73.9516,1,110,1,19,5.04,1,34
"41113",31978375,3,203,40.80135,-73.96193,3,60,1,17,3.59,1,39
"41114",31978518,2,81,40.68904,-73.9759,1,225,3,4,2.14,1,78
"41115",31978781,2,152,40.67821,-73.9787,1,100,1,3,0.61,1,0
"41116",31979292,4,169,40.58344,-73.81456,1,200,1,4,1.12,1,124
"41117",31979408,3,95,40.80393,-73.9574,2,60,2,3,0.67,1,188
"41118",31980005,3,146,40.72157,-73.99432,1,199,30,0,1.37322142985866,4,365
"41119",31980644,2,176,40.59876,-73.95296,2,61,2,3,1.48,2,0
"41120",31980794,3,203,40.79144,-73.97909,1,375,2,4,1.24,1,208
